Id,SalePrice
1241,173551.65308123516
1545,104683.06244979566
1189,183130.00729304433
270,127226.37562603783
2066,184257.58486095487
693,92912.5172783206
1259,166650.50150501807
2916,148810.1755908294
2321,281859.4784853106
1977,83601.19210522268
1895,152902.89202513223
1240,156134.24749791596
85,152920.39481953334
1823,106812.32692309162
825,294626.0664216517
110,224391.48228673622
697,97613.14374379387
2297,100405.28074247521
1231,124888.58156221165
1355,127536.47765436304
968,323290.9661196115
584,223193.09222230414
1315,123638.45462688972
1606,137018.1966031419
206,76376.62640416464
1685,355697.60637547425
2016,129096.4348191545
869,216385.33586659378
2135,114010.32748016744
2346,165241.66238496843
2430,196227.9954458396
2198,109874.37898068286
2652,114524.14045355126
27,110385.38806589178
241,172229.93114646425
906,132103.84292282554
1506,120366.89788795132
2098,325548.1542024362
1435,207741.05464319236
2213,115924.32861087538
1274,141562.8593299337
743,11105.559226357844
1737,206251.88490628093
2797,258600.51722157828
2185,40259.35136902571
58,157141.84346028345
830,206286.126509722
808,111066.47118758196
680,153836.64339960023
1153,107739.10247207471
1291,144081.64731906587
1818,163169.86096527986
2161,193532.85290390896
1883,126861.03977075618
350,353021.8201727883
2473,157870.62621816323
295,176791.14455452852
293,184733.6983168973
859,112193.72536422459
288,68010.43526362603
1578,148154.6293558966
102,188737.9878806954
2831,170363.23688970128
1030,171898.2876889243
2551,128249.90892094502
1286,136936.87897633313
958,292522.17960231187
776,119400.55457479603
72,213125.56124995163
2263,247910.48098622187
1866,138959.8453351317
2876,57334.279943723624
2146,257346.7146631457
103,157705.9978455064
1500,133782.9953099529
492,173261.19273636787
167,149759.62160045715
2597,111327.98404093066
2685,115490.37765947636
1035,136769.1126054077
1220,40008.757555773744
2602,136620.51816852513
2159,221859.94026476925
695,127745.79361658706
1109,288152.1211732867
640,194050.77683104877
1652,155219.36554366807
2090,194285.8315328467
1188,199563.61937480443
2345,215052.87052886494
1059,372525.0911047128
2751,246622.14180080077
128,217494.6144253487
1523,163985.71045950268
2925,147662.79127895128
2145,314250.4536925795
1121,227897.8023008908
566,270826.30489702325
565,239521.64469344285
1331,144858.9952400239
2928,117975.29042451509
156,126096.27164540172
797,139559.18609929612
327,81516.84197639849
2859,159458.2229502214
1453,102150.00490194162
1762,363938.75717526465
1868,199930.34608935047
1760,176349.41492886568
1113,247138.27507561428
1812,198961.80503040212
117,152180.36087669438
1142,213769.48179452276
2342,388035.68771583633
927,161243.02945775635
2478,187802.14512506334
655,71583.55925224094
2064,121091.75214864136
369,280334.1308657081
2239,137219.10970915324
2732,177942.18573757375
1653,166961.89159387338
959,197666.72530076408
2395,335102.35886829405
1412,86957.51064655057
271,247937.22704022343
1484,133615.90458675343
1497,146480.09147169086
552,166028.5534115002
2,117101.32750208574
1855,285868.5330618155
4,305910.734450198
2292,171546.88075579974
134,140567.98109889528
646,107523.28503271699
42,331645.1968348818
532,229696.44299417012
713,95906.06405915055
2561,129317.26558309793
2360,126553.46868218627
1333,120083.9173987765
1407,171874.59840227867
2892,281869.93296335905
574,213545.95877992653
1227,172652.58206816766
2591,220828.87328403082
1476,212370.70397465356
1125,270252.4439680213
1446,138125.75146405547
408,102859.35988785527
1101,293401.8997540686
2251,202160.26896934144
373,192130.39443985122
2554,130743.19082950227
2382,294757.35076149454
1985,73941.51047626515
519,234254.65083799313
1093,185157.48889188457
864,248260.17137304647
2889,116419.9665325187
2308,208347.76156008424
986,139673.68381334076
1302,152777.8745219772
585,146746.64868838055
2708,137546.57396470712
147,127973.5975334893
1441,219313.97838465738
383,163076.86722436198
285,157786.0535819701
181,113132.57998349983
358,173974.30887387588
780,165517.1562854192
258,187333.04802113297
1865,212434.32141109146
692,114030.91405319957
2902,304425.0310754908
508,272326.65101861727
2638,153826.43138644515
36,127194.70258282727
611,171243.99352137663
2281,121082.03126017301
1678,125727.98485358684
1696,434906.91614476533
1557,68299.72398918412
2180,150094.69794060182
1726,235571.77809340708
951,131465.38800978515
267,235584.90859468398
2706,130812.69745961868
2221,249021.1803551635
1357,164171.0937735611
2901,300059.7390435609
347,165847.20226864322
2164,197031.1812294493
1586,301179.06626089604
360,163878.21297199753
1769,245602.52958235185
2617,165692.48134906407
1879,148826.5434653589
991,227238.99243456312
1535,140971.09837704894
1191,150524.19789823666
1579,210962.82438870522
1882,129012.90565323023
1510,133355.10589821162
2196,159757.16424879443
1845,169229.5989268281
2336,387577.6055853685
942,96395.67634391255
861,116469.56060040943
2555,105602.2231715167
1392,147698.48238485635
2099,275193.3090387425
1543,99908.32665852795
948,253304.66357343702
1239,165648.69356743371
22,189777.41628998486
2796,253286.33524085383
2747,183627.7080702568
92,306396.5153673014
210,173484.40875182007
1858,205397.04612549598
2228,138401.3375406713
447,267129.0526274718
827,243825.86697480676
1649,214766.6926708732
682,144328.51805864502
2698,116729.41978382865
494,157525.8660860209
214,112954.63200719337
2441,239922.78609299357
2679,106082.44859533661
1336,110971.4494899208
465,192710.0538911993
1524,146956.7181168141
2543,111402.99970129297
631,137463.71196749696
2452,321761.4523868457
228,162907.52961031438
126,148975.79824049422
1092,229451.7154964968
1122,218289.15511183883
932,235317.71138170114
1980,63541.795463538365
2171,107661.92493222302
551,141753.13143931338
2768,173497.2994700481
2056,110517.48140145643
1159,364125.2715768022
2645,132299.4569859908
1174,162356.2894455174
2266,218080.97072873818
2462,335377.4688468694
1219,140288.40732888322
2922,176679.26762733783
118,138510.75249514554
474,167142.41899197758
2576,156474.34201089517
872,269172.968515724
1077,238896.3904184089
1536,157476.5738523166
1150,124135.3100322815
2341,333273.64767470886
1931,137862.82179344713
2785,118952.5235772038
2538,121030.89634443488
597,206798.15220962133
464,210057.23954168762
233,219117.05503661136
2169,120234.416622465
2123,159795.55800970603
1867,165611.81424280626
137,246911.6491506282
515,210076.59310274082
933,99231.87887207896
2784,159192.4709208022
972,138137.68132540787
599,177833.29060130304
2614,125784.25223905992
2582,128902.91962827393
1409,166341.0407958016
175,108147.44514828196
352,245242.6748495195
976,105805.78624884071
2134,198451.89038512704
984,104272.5418483237
2396,336666.098057544
1673,112682.67256726706
404,114769.75275034692
607,174224.7228095699
814,161152.58000019056
868,204888.26641716543
2271,203814.67357246848
1633,267957.00043333974
337,183389.1078475179
2765,188912.6691701559
1746,233375.7958310638
368,364547.74195480195
2806,211638.83394735106
1662,179943.83631773046
1234,218383.10943202634
1373,127406.99790048938
1672,103691.93632848842
1939,129132.67452713836
